NodeID,ParentID,Incident Number
Electrical Hazard.West of Twin Peaks.Cancelled,Electrical Hazard.West of Twin Peaks,1
Traffic Collision.Bayview Hunters Point.SFPD,Traffic Collision.Bayview Hunters Point,50
Smoke Investigation (Outside).Nob Hill.No Merit,Smoke Investigation (Outside).Nob Hill,1
Vehicle Fire.South of Market.Unable to Locate,Vehicle Fire.South of Market,2
Citizen Assist - Service Call.Lincoln Park.Patient Declined Transport,Citizen Assist - Service Call.Lincoln Park,3
Alarms.Financial District-South Beach.Other,Alarms.Financial District-South Beach,10
Odor (Strange - Unknown).Visitacion Valley.No Merit,Odor (Strange - Unknown).Visitacion Valley,1
Medical Incident.Visitacion Valley.Fire,Medical Incident.Visitacion Valley,30
Other.Lone Mountain-USF.Fire,Other.Lone Mountain-USF,29
HazMat.Noe Valley.Fire,HazMat.Noe Valley,3
Smoke Investigation (Outside).Excelsior.Fire,Smoke Investigation (Outside).Excelsior,8
Alarms.Bayview Hunters Point.Duplicate,Alarms.Bayview Hunters Point,3
Other.Inner Sunset.Code 3 Transport,Other.Inner Sunset,3
Smoke Investigation (Outside).Lakeshore.Unable to Locate,Smoke Investigation (Outside).Lakeshore,1
Outside Fire.Western Addition.No Merit,Outside Fire.Western Addition,3
Other.Noe Valley.Patient Declined Transport,Other.Noe Valley,3
Citizen Assist - Service Call.Tenderloin.No Merit,Citizen Assist - Service Call.Tenderloin,7
Structure Fire.Outer Mission.Fire,Structure Fire.Outer Mission,241
Other.Financial District-South Beach.Cancelled,Other.Financial District-South Beach,13
Medical Incident.Potrero Hill.Gone on Arrival,Medical Incident.Potrero Hill,19
Medical Incident.Russian Hill.Code 2 Transport,Medical Incident.Russian Hill,1722
Traffic Collision.Marina.SFPD,Traffic Collision.Marina,10
Traffic Collision.Bayview Hunters Point.Unable to Locate,Traffic Collision.Bayview Hunters Point,49
Structure Fire.Mission.Cancelled,Structure Fire.Mission,7
Gas Leak (Natural and LP Gases).Japantown.No Merit,Gas Leak (Natural and LP Gases).Japantown,2
Administrative.Sunset-Parkside.Other,Administrative.Sunset-Parkside,2
Industrial Accidents.Chinatown.Code 3 Transport,Industrial Accidents.Chinatown,3
Other.Outer Mission.Code 2 Transport,Other.Outer Mission,14
Assist Police.South of Market.Fire,Assist Police.South of Market,5
Medical Incident.Presidio.Medical Examiner,Medical Incident.Presidio,12
Alarms.Sunset-Parkside.No Merit,Alarms.Sunset-Parkside,3
Traffic Collision.Tenderloin.Cancelled,Traffic Collision.Tenderloin,39
Traffic Collision.Treasure Island.Unable to Locate,Traffic Collision.Treasure Island,12
Traffic Collision.Inner Richmond.Code 2 Transport,Traffic Collision.Inner Richmond,126
Traffic Collision.Sunset-Parkside.Fire,Traffic Collision.Sunset-Parkside,14
Medical Incident.Golden Gate Park.Cancelled,Medical Incident.Golden Gate Park,30
Elevator - Escalator Rescue.Chinatown.Cancelled,Elevator - Escalator Rescue.Chinatown,1
Alarms.Western Addition.Other,Alarms.Western Addition,6
HazMat.Marina.Fire,HazMat.Marina,8
Electrical Hazard.Outer Mission.Fire,Electrical Hazard.Outer Mission,36
Smoke Investigation (Outside).Bernal Heights.Other,Smoke Investigation (Outside).Bernal Heights,3
Citizen Assist - Service Call.Outer Richmond.Cancelled,Citizen Assist - Service Call.Outer Richmond,1
Citizen Assist - Service Call.South of Market.Other,Citizen Assist - Service Call.South of Market,5
Citizen Assist - Service Call.Twin Peaks.Code 3 Transport,Citizen Assist - Service Call.Twin Peaks,2
Water Rescue.Seacliff.Fire,Water Rescue.Seacliff,19
Citizen Assist - Service Call.Noe Valley.Against Medical Advice,Citizen Assist - Service Call.Noe Valley,2
Medical Incident.Potrero Hill.Unable to Locate,Medical Incident.Potrero Hill,58
Medical Incident.Outer Mission.No Merit,Medical Incident.Outer Mission,215
Citizen Assist - Service Call.Castro-Upper Market.Cancelled,Citizen Assist - Service Call.Castro-Upper Market,4
Odor (Strange - Unknown).Outer Mission.Fire,Odor (Strange - Unknown).Outer Mission,2
Smoke Investigation (Outside).Inner Richmond.Fire,Smoke Investigation (Outside).Inner Richmond,13
Citizen Assist - Service Call.McLaren Park.SFPD,Citizen Assist - Service Call.McLaren Park,1
Fuel Spill.Hayes Valley.Against Medical Advice,Fuel Spill.Hayes Valley,2
Gas Leak (Natural and LP Gases).Hayes Valley.No Merit,Gas Leak (Natural and LP Gases).Hayes Valley,1
Citizen Assist - Service Call.Haight Ashbury.Code 2 Transport,Citizen Assist - Service Call.Haight Ashbury,4
Fuel Spill.Outer Richmond.Fire,Fuel Spill.Outer Richmond,10
Medical Incident.Chinatown.Unable to Locate,Medical Incident.Chinatown,38
Structure Fire.West of Twin Peaks.Cancelled,Structure Fire.West of Twin Peaks,7
Traffic Collision.Marina.Gone on Arrival,Traffic Collision.Marina,2
Other.Western Addition.Cancelled,Other.Western Addition,11
Gas Leak (Natural and LP Gases).Seacliff.Fire,Gas Leak (Natural and LP Gases).Seacliff,6
Medical Incident.Bernal Heights.Cancelled,Medical Incident.Bernal Heights,129
Citizen Assist - Service Call.Presidio.Fire,Citizen Assist - Service Call.Presidio,9
Outside Fire.Financial District-South Beach.No Merit,Outside Fire.Financial District-South Beach,6
Fuel Spill.Castro-Upper Market.Fire,Fuel Spill.Castro-Upper Market,12
Traffic Collision.Portola.Medical Examiner,Traffic Collision.Portola,7
Structure Fire.South of Market.Code 2 Transport,Structure Fire.South of Market,15
Elevator - Escalator Rescue.Mission Bay.Fire,Elevator - Escalator Rescue.Mission Bay,51
Alarms.Nob Hill.No Merit,Alarms.Nob Hill,3
Other.Visitacion Valley.Fire,Other.Visitacion Valley,20
Traffic Collision.Potrero Hill.Patient Declined Transport,Traffic Collision.Potrero Hill,75
Medical Incident.Lone Mountain-USF.Fire,Medical Incident.Lone Mountain-USF,48
Traffic Collision.Nob Hill.Fire,Traffic Collision.Nob Hill,4
Traffic Collision.Portola.Other,Traffic Collision.Portola,23
Outside Fire.Outer Mission.Cancelled,Outside Fire.Outer Mission,1
Traffic Collision.Haight Ashbury.Cancelled,Traffic Collision.Haight Ashbury,7
Traffic Collision.Oceanview-Merced-Ingleside.Code 3 Transport,Traffic Collision.Oceanview-Merced-Ingleside,25
Traffic Collision.Excelsior.No Merit,Traffic Collision.Excelsior,9
Traffic Collision.West of Twin Peaks.Other,Traffic Collision.West of Twin Peaks,12
Traffic Collision.Castro-Upper Market.Code 2 Transport,Traffic Collision.Castro-Upper Market,132
Other.Potrero Hill.Gone on Arrival,Other.Potrero Hill,1
Alarms.Excelsior.Fire,Alarms.Excelsior,330
Medical Incident.Financial District-South Beach.Cancelled,Medical Incident.Financial District-South Beach,647
Gas Leak (Natural and LP Gases).Pacific Heights.Fire,Gas Leak (Natural and LP Gases).Pacific Heights,46
Traffic Collision.Presidio Heights.SFPD,Traffic Collision.Presidio Heights,2
Other.Russian Hill.Code 2 Transport,Other.Russian Hill,5
Traffic Collision.Chinatown.Patient Declined Transport,Traffic Collision.Chinatown,18
Medical Incident.Inner Sunset.Code 3 Transport,Medical Incident.Inner Sunset,236
Traffic Collision.Outer Richmond.Code 2 Transport,Traffic Collision.Outer Richmond,133
Medical Incident.Noe Valley.Patient Declined Transport,Medical Incident.Noe Valley,150
Elevator - Escalator Rescue.Tenderloin.Patient Declined Transport,Elevator - Escalator Rescue.Tenderloin,4
Other.Potrero Hill.SFPD,Other.Potrero Hill,2
Smoke Investigation (Outside).Castro-Upper Market.Fire,Smoke Investigation (Outside).Castro-Upper Market,14
Outside Fire.Western Addition.Code 2 Transport,Outside Fire.Western Addition,2
Traffic Collision.Presidio Heights.Gone on Arrival,Traffic Collision.Presidio Heights,2
Citizen Assist - Service Call.Tenderloin.Code 2 Transport,Citizen Assist - Service Call.Tenderloin,72
Electrical Hazard.Russian Hill.Fire,Electrical Hazard.Russian Hill,23
Medical Incident.Bayview Hunters Point.Patient Declined Transport,Medical Incident.Bayview Hunters Point,914
Odor (Strange - Unknown).Russian Hill.Fire,Odor (Strange - Unknown).Russian Hill,3
Smoke Investigation (Outside).Outer Richmond.Fire,Smoke Investigation (Outside).Outer Richmond,32
Traffic Collision.Mission.Other,Traffic Collision.Mission,40
Medical Incident.Presidio.Other,Medical Incident.Presidio,9
Medical Incident.Russian Hill.No Merit,Medical Incident.Russian Hill,257
Explosion.Pacific Heights.Fire,Explosion.Pacific Heights,13
Watercraft in Distress.Mission Bay.Cancelled,Watercraft in Distress.Mission Bay,15
Other.Presidio Heights.Patient Declined Transport,Other.Presidio Heights,1
Outside Fire.Golden Gate Park.No Merit,Outside Fire.Golden Gate Park,2
Medical Incident.South of Market.Fire,Medical Incident.South of Market,199
Medical Incident.Treasure Island.Patient Declined Transport,Medical Incident.Treasure Island,107
Odor (Strange - Unknown).South of Market.No Merit,Odor (Strange - Unknown).South of Market,4
Fuel Spill.Inner Richmond.Fire,Fuel Spill.Inner Richmond,8
Assist Police.Golden Gate Park.Cancelled,Assist Police.Golden Gate Park,3
Other.Chinatown.SFPD,Other.Chinatown,1
Traffic Collision.Financial District-South Beach.Code 3 Transport,Traffic Collision.Financial District-South Beach,89
Other.Sunset-Parkside.Patient Declined Transport,Other.Sunset-Parkside,9
Gas Leak (Natural and LP Gases).Presidio.Fire,Gas Leak (Natural and LP Gases).Presidio,6
Citizen Assist - Service Call.Seacliff.Fire,Citizen Assist - Service Call.Seacliff,11
Medical Incident.Outer Mission.Duplicate,Medical Incident.Outer Mission,1
Water Rescue.Outer Richmond.Cancelled,Water Rescue.Outer Richmond,12
Citizen Assist - Service Call.McLaren Park.Fire,Citizen Assist - Service Call.McLaren Park,2
Medical Incident.Twin Peaks.Code 2 Transport,Medical Incident.Twin Peaks,788
Outside Fire.Bayview Hunters Point.Other,Outside Fire.Bayview Hunters Point,6
Traffic Collision.Inner Sunset.Cancelled,Traffic Collision.Inner Sunset,8
Gas Leak (Natural and LP Gases).Castro-Upper Market.Cancelled,Gas Leak (Natural and LP Gases).Castro-Upper Market,3
Outside Fire.Treasure Island.Other,Outside Fire.Treasure Island,6
Water Rescue.Presidio.Fire,Water Rescue.Presidio,180
Medical Incident.Haight Ashbury.Code 3 Transport,Medical Incident.Haight Ashbury,111
Medical Incident.Oceanview-Merced-Ingleside.Cancelled,Medical Incident.Oceanview-Merced-Ingleside,55
Vehicle Fire.Financial District-South Beach.Cancelled,Vehicle Fire.Financial District-South Beach,4
Traffic Collision.Lakeshore.Code 2 Transport,Traffic Collision.Lakeshore,125
Elevator - Escalator Rescue.Mission.No Merit,Elevator - Escalator Rescue.Mission,1
Other.Mission Bay.Cancelled,Other.Mission Bay,5
Fuel Spill.Bayview Hunters Point.No Merit,Fuel Spill.Bayview Hunters Point,1
Traffic Collision.Sunset-Parkside.SFPD,Traffic Collision.Sunset-Parkside,5
Medical Incident.Seacliff.Medical Examiner,Medical Incident.Seacliff,9
Smoke Investigation (Outside).Excelsior.Unable to Locate,Smoke Investigation (Outside).Excelsior,1
Smoke Investigation (Outside).Lakeshore.Fire,Smoke Investigation (Outside).Lakeshore,3
Medical Incident.Visitacion Valley.Unable to Locate,Medical Incident.Visitacion Valley,20
Citizen Assist - Service Call.Japantown.No Merit,Citizen Assist - Service Call.Japantown,1
Other.Twin Peaks.No Merit,Other.Twin Peaks,1
Alarms.Tenderloin.Against Medical Advice,Alarms.Tenderloin,4
Structure Fire.Chinatown.No Merit,Structure Fire.Chinatown,12
Alarms.Mission Bay.Other,Alarms.Mission Bay,3
Outside Fire.Noe Valley.Other,Outside Fire.Noe Valley,1
Fuel Spill.Treasure Island.No Merit,Fuel Spill.Treasure Island,1
Alarms.Marina.No Merit,Alarms.Marina,5
Vehicle Fire.South of Market.Fire,Vehicle Fire.South of Market,37
Vehicle Fire.Treasure Island.Patient Declined Transport,Vehicle Fire.Treasure Island,3
Traffic Collision.Marina.Fire,Traffic Collision.Marina,11
Medical Incident.Pacific Heights.Other,Medical Incident.Pacific Heights,13
Structure Fire.Excelsior.Patient Declined Transport,Structure Fire.Excelsior,21
Other.Chinatown.Fire,Other.Chinatown,57
Structure Fire.Twin Peaks.Fire,Structure Fire.Twin Peaks,152
Medical Incident.Russian Hill.Duplicate,Medical Incident.Russian Hill,2
Medical Incident.Pacific Heights.Medical Examiner,Medical Incident.Pacific Heights,92
Traffic Collision.Golden Gate Park.Code 3 Transport,Traffic Collision.Golden Gate Park,2
Outside Fire.Portola.Unable to Locate,Outside Fire.Portola,1
Medical Incident.Lone Mountain-USF.Gone on Arrival,Medical Incident.Lone Mountain-USF,2
Alarms.Bayview Hunters Point.Code 2 Transport,Alarms.Bayview Hunters Point,4
Medical Incident.South of Market.SFPD,Medical Incident.South of Market,201
Medical Incident.Tenderloin.Code 3 Transport,Medical Incident.Tenderloin,1549
Medical Incident.Seacliff.Other,Medical Incident.Seacliff,2
Other.Mission.Against Medical Advice,Other.Mission,4
Elevator - Escalator Rescue.Western Addition.Fire,Elevator - Escalator Rescue.Western Addition,27
HazMat.Nob Hill.Fire,HazMat.Nob Hill,5
Medical Incident.McLaren Park.Other,Medical Incident.McLaren Park,1
Outside Fire.West of Twin Peaks.Unable to Locate,Outside Fire.West of Twin Peaks,1
Electrical Hazard.Russian Hill.SFPD,Electrical Hazard.Russian Hill,1
Other.Nob Hill.Patient Declined Transport,Other.Nob Hill,3
Other.Potrero Hill.Fire,Other.Potrero Hill,104
Traffic Collision.Visitacion Valley.Patient Declined Transport,Traffic Collision.Visitacion Valley,11
Vehicle Fire.Potrero Hill.Unable to Locate,Vehicle Fire.Potrero Hill,4
Citizen Assist - Service Call.Lakeshore.Cancelled,Citizen Assist - Service Call.Lakeshore,2
Outside Fire.Mission.Unable to Locate,Outside Fire.Mission,5
Citizen Assist - Service Call.Pacific Heights.Fire,Citizen Assist - Service Call.Pacific Heights,79
Traffic Collision.Presidio Heights.Fire,Traffic Collision.Presidio Heights,4
Other.West of Twin Peaks.Against Medical Advice,Other.West of Twin Peaks,4
Traffic Collision.Bernal Heights.Code 3 Transport,Traffic Collision.Bernal Heights,59
Alarms.Presidio Heights.No Merit,Alarms.Presidio Heights,9
Electrical Hazard.Outer Richmond.Patient Declined Transport,Electrical Hazard.Outer Richmond,2
Citizen Assist - Service Call.Inner Sunset.Code 2 Transport,Citizen Assist - Service Call.Inner Sunset,6
Outside Fire.Oceanview-Merced-Ingleside.No Merit,Outside Fire.Oceanview-Merced-Ingleside,3
Fuel Spill.Lakeshore.Fire,Fuel Spill.Lakeshore,6
Other.Visitacion Valley.SFPD,Other.Visitacion Valley,2
Medical Incident.South of Market.Gone on Arrival,Medical Incident.South of Market,223
Marine Fire.Bayview Hunters Point.Fire,Marine Fire.Bayview Hunters Point,14
Medical Incident.Lone Mountain-USF.SFPD,Medical Incident.Lone Mountain-USF,27
Vehicle Fire.Tenderloin.Patient Declined Transport,Vehicle Fire.Tenderloin,7
Electrical Hazard.West of Twin Peaks.Fire,Electrical Hazard.West of Twin Peaks,66
Industrial Accidents.West of Twin Peaks.Other,Industrial Accidents.West of Twin Peaks,5
Structure Fire.Bernal Heights.No Merit,Structure Fire.Bernal Heights,10
Other.Inner Richmond.Medical Examiner,Other.Inner Richmond,2
Traffic Collision.Hayes Valley.Gone on Arrival,Traffic Collision.Hayes Valley,2
Medical Incident.Excelsior.Other,Medical Incident.Excelsior,20
Medical Incident.West of Twin Peaks.No Merit,Medical Incident.West of Twin Peaks,315
Odor (Strange - Unknown).West of Twin Peaks.Fire,Odor (Strange - Unknown).West of Twin Peaks,9
Medical Incident.Visitacion Valley.Cancelled,Medical Incident.Visitacion Valley,68
Gas Leak (Natural and LP Gases).Marina.No Merit,Gas Leak (Natural and LP Gases).Marina,4
Other.Lone Mountain-USF.Cancelled,Other.Lone Mountain-USF,4
Other.Mission.Code 2 Transport,Other.Mission,56
Electrical Hazard.Portola.Fire,Electrical Hazard.Portola,21
Elevator - Escalator Rescue.Pacific Heights.Other,Elevator - Escalator Rescue.Pacific Heights,1
Assist Police.Western Addition.Fire,Assist Police.Western Addition,1
Odor (Strange - Unknown).Portola.Fire,Odor (Strange - Unknown).Portola,2
Other.Hayes Valley.Patient Declined Transport,Other.Hayes Valley,1
Other.Financial District-South Beach.Fire,Other.Financial District-South Beach,190
Medical Incident.Portola.No Merit,Medical Incident.Portola,64
Other.Mission Bay.Unable to Locate,Other.Mission Bay,2
Water Rescue.Marina.No Merit,Water Rescue.Marina,13
HazMat.Hayes Valley.Fire,HazMat.Hayes Valley,4
Structure Fire.Golden Gate Park.No Merit,Structure Fire.Golden Gate Park,2
Vehicle Fire.Mission Bay.Fire,Vehicle Fire.Mission Bay,12
Vehicle Fire.Financial District-South Beach.Unable to Locate,Vehicle Fire.Financial District-South Beach,2
Medical Incident.Oceanview-Merced-Ingleside.Unable to Locate,Medical Incident.Oceanview-Merced-Ingleside,31
Other.Portola.Code 2 Transport,Other.Portola,1
Citizen Assist - Service Call.Western Addition.Other,Citizen Assist - Service Call.Western Addition,1
Alarms.South of Market.Other,Alarms.South of Market,12
Outside Fire.Tenderloin.Other,Outside Fire.Tenderloin,1
Gas Leak (Natural and LP Gases).Castro-Upper Market.Unable to Locate,Gas Leak (Natural and LP Gases).Castro-Upper Market,1
Other.Castro-Upper Market.Other,Other.Castro-Upper Market,3
Odor (Strange - Unknown).Mission.Fire,Odor (Strange - Unknown).Mission,29
Alarms.Presidio.Fire,Alarms.Presidio,307
Other.West of Twin Peaks.Code 2 Transport,Other.West of Twin Peaks,11
Traffic Collision.Russian Hill.Other,Traffic Collision.Russian Hill,6
Medical Incident.Mission.No Merit,Medical Incident.Mission,1750
Traffic Collision.Presidio.No Merit,Traffic Collision.Presidio,9
Traffic Collision.North Beach.Fire,Traffic Collision.North Beach,1
Other.Outer Richmond.Other,Other.Outer Richmond,2
Other.South of Market.Cancelled,Other.South of Market,37
Traffic Collision.Hayes Valley.SFPD,Traffic Collision.Hayes Valley,10
Train - Rail Incident.Financial District-South Beach.Fire,Train - Rail Incident.Financial District-South Beach,47
Electrical Hazard.Mission.Fire,Electrical Hazard.Mission,94
Traffic Collision.Potrero Hill.Code 3 Transport,Traffic Collision.Potrero Hill,8
Water Rescue.None.Cancelled,Water Rescue.None,8
Traffic Collision.Lakeshore.Against Medical Advice,Traffic Collision.Lakeshore,21
Citizen Assist - Service Call.Nob Hill.No Merit,Citizen Assist - Service Call.Nob Hill,1
Other.Castro-Upper Market.Medical Examiner,Other.Castro-Upper Market,1
Traffic Collision.Oceanview-Merced-Ingleside.Patient Declined Transport,Traffic Collision.Oceanview-Merced-Ingleside,38
Vehicle Fire.Bernal Heights.Unable to Locate,Vehicle Fire.Bernal Heights,2
Electrical Hazard.Sunset-Parkside.Other,Electrical Hazard.Sunset-Parkside,2
Medical Incident.Twin Peaks.Against Medical Advice,Medical Incident.Twin Peaks,24
Medical Incident.Mission Bay.SFPD,Medical Incident.Mission Bay,9
Fuel Spill.Haight Ashbury.No Merit,Fuel Spill.Haight Ashbury,1
Other.Golden Gate Park.Fire,Other.Golden Gate Park,14
High Angle Rescue.Financial District-South Beach.Fire,High Angle Rescue.Financial District-South Beach,7
Smoke Investigation (Outside).Tenderloin.No Merit,Smoke Investigation (Outside).Tenderloin,4
Gas Leak (Natural and LP Gases).Presidio Heights.No Merit,Gas Leak (Natural and LP Gases).Presidio Heights,5
Outside Fire.Mission.Cancelled,Outside Fire.Mission,4
Medical Incident.Noe Valley.Code 3 Transport,Medical Incident.Noe Valley,116
Traffic Collision.Chinatown.Code 3 Transport,Traffic Collision.Chinatown,10
Medical Incident.Inner Sunset.Patient Declined Transport,Medical Incident.Inner Sunset,149
Citizen Assist - Service Call.Excelsior.Fire,Citizen Assist - Service Call.Excelsior,46
Outside Fire.Visitacion Valley.No Merit,Outside Fire.Visitacion Valley,4
Medical Incident.Mission Bay.Gone on Arrival,Medical Incident.Mission Bay,8
Water Rescue.Mission Bay.Medical Examiner,Water Rescue.Mission Bay,15
Structure Fire.Financial District-South Beach.No Merit,Structure Fire.Financial District-South Beach,15
Other.Oceanview-Merced-Ingleside.SFPD,Other.Oceanview-Merced-Ingleside,3
Medical Incident.Bayview Hunters Point.Code 3 Transport,Medical Incident.Bayview Hunters Point,968
Alarms.Tenderloin.Code 2 Transport,Alarms.Tenderloin,33
Medical Incident.Excelsior.Medical Examiner,Medical Incident.Excelsior,121
Traffic Collision.Outer Mission.Other,Traffic Collision.Outer Mission,27
Other.Bernal Heights.Fire,Other.Bernal Heights,49
Medical Incident.Treasure Island.Code 3 Transport,Medical Incident.Treasure Island,89
Electrical Hazard.Western Addition.No Merit,Electrical Hazard.Western Addition,1
Odor (Strange - Unknown).Western Addition.No Merit,Odor (Strange - Unknown).Western Addition,1
Outside Fire.Haight Ashbury.Other,Outside Fire.Haight Ashbury,1
Other.Inner Richmond.Other,Other.Inner Richmond,1
Medical Incident.Western Addition.Fire,Medical Incident.Western Addition,113
Traffic Collision.Hayes Valley.Fire,Traffic Collision.Hayes Valley,8
Confined Space - Structure Collapse.Mission.Code 3 Transport,Confined Space - Structure Collapse.Mission,9
Other.Sunset-Parkside.Code 3 Transport,Other.Sunset-Parkside,3
Traffic Collision.Outer Richmond.Against Medical Advice,Traffic Collision.Outer Richmond,61
Medical Incident.Bernal Heights.Unable to Locate,Medical Incident.Bernal Heights,98
Traffic Collision.North Beach.SFPD,Traffic Collision.North Beach,2
Alarms.Hayes Valley.No Merit,Alarms.Hayes Valley,4
Alarms.McLaren Park.Fire,Alarms.McLaren Park,124
Traffic Collision.Financial District-South Beach.Patient Declined Transport,Traffic Collision.Financial District-South Beach,134
Medical Incident.Chinatown.Cancelled,Medical Incident.Chinatown,112
Structure Fire.West of Twin Peaks.Unable to Locate,Structure Fire.West of Twin Peaks,10
Traffic Collision.Seacliff.No Merit,Traffic Collision.Seacliff,6
Traffic Collision.Castro-Upper Market.Against Medical Advice,Traffic Collision.Castro-Upper Market,23
Alarms.Seacliff.Fire,Alarms.Seacliff,110
Odor (Strange - Unknown).Mission.SFPD,Odor (Strange - Unknown).Mission,2
Traffic Collision.Noe Valley.Cancelled,Traffic Collision.Noe Valley,10
Outside Fire.Twin Peaks.Fire,Outside Fire.Twin Peaks,11
Traffic Collision.None.Code 2 Transport,Traffic Collision.None,14
Medical Incident.Potrero Hill.Cancelled,Medical Incident.Potrero Hill,105
Traffic Collision.Glen Park.SFPD,Traffic Collision.Glen Park,4
Other.Financial District-South Beach.Gone on Arrival,Other.Financial District-South Beach,1
Medical Incident.Mission.Duplicate,Medical Incident.Mission,7
Medical Incident.Haight Ashbury.Patient Declined Transport,Medical Incident.Haight Ashbury,184
Gas Leak (Natural and LP Gases).Twin Peaks.Patient Declined Transport,Gas Leak (Natural and LP Gases).Twin Peaks,4
Other.Financial District-South Beach.SFPD,Other.Financial District-South Beach,9
Traffic Collision.Treasure Island.Cancelled,Traffic Collision.Treasure Island,61
Other.North Beach.Patient Declined Transport,Other.North Beach,1
Medical Incident.Golden Gate Park.Unable to Locate,Medical Incident.Golden Gate Park,39
Vehicle Fire.Bayview Hunters Point.Code 3 Transport,Vehicle Fire.Bayview Hunters Point,14
Medical Incident.West of Twin Peaks.Duplicate,Medical Incident.West of Twin Peaks,2
Traffic Collision.Tenderloin.Unable to Locate,Traffic Collision.Tenderloin,43
Gas Leak (Natural and LP Gases).Sunset-Parkside.No Merit,Gas Leak (Natural and LP Gases).Sunset-Parkside,4
Medical Incident.Sunset-Parkside.CHP,Medical Incident.Sunset-Parkside,5
Traffic Collision.North Beach.Gone on Arrival,Traffic Collision.North Beach,3
Other.Glen Park.Patient Declined Transport,Other.Glen Park,2
Citizen Assist - Service Call.Marina.No Merit,Citizen Assist - Service Call.Marina,2
Vehicle Fire.Western Addition.Fire,Vehicle Fire.Western Addition,13
HazMat.Glen Park.Fire,HazMat.Glen Park,3
Traffic Collision.Bayview Hunters Point.Cancelled,Traffic Collision.Bayview Hunters Point,68
Citizen Assist - Service Call.Mission Bay.Other,Citizen Assist - Service Call.Mission Bay,1
Water Rescue.Sunset-Parkside.No Merit,Water Rescue.Sunset-Parkside,20
Medical Incident.Western Addition.SFPD,Medical Incident.Western Addition,45
Citizen Assist - Service Call.Bayview Hunters Point.Code 2 Transport,Citizen Assist - Service Call.Bayview Hunters Point,18
Traffic Collision.Inner Richmond.Against Medical Advice,Traffic Collision.Inner Richmond,43
Medical Incident.Tenderloin.Patient Declined Transport,Medical Incident.Tenderloin,2221
Other.Outer Mission.Against Medical Advice,Other.Outer Mission,3
Watercraft in Distress.Financial District-South Beach.Fire,Watercraft in Distress.Financial District-South Beach,12
Other.Bernal Heights.SFPD,Other.Bernal Heights,2
Traffic Collision.Golden Gate Park.Patient Declined Transport,Traffic Collision.Golden Gate Park,52
Smoke Investigation (Outside).Inner Sunset.No Merit,Smoke Investigation (Outside).Inner Sunset,4
Other.Oceanview-Merced-Ingleside.Fire,Other.Oceanview-Merced-Ingleside,41
Medical Incident.Lincoln Park.No Merit,Medical Incident.Lincoln Park,9
Elevator - Escalator Rescue.South of Market.Fire,Elevator - Escalator Rescue.South of Market,107
Electrical Hazard.Lincoln Park.Fire,Electrical Hazard.Lincoln Park,1
Structure Fire.Bayview Hunters Point.Other,Structure Fire.Bayview Hunters Point,10
Gas Leak (Natural and LP Gases).Excelsior.Fire,Gas Leak (Natural and LP Gases).Excelsior,33
Alarms.Pacific Heights.Fire,Alarms.Pacific Heights,1488
Outside Fire.Chinatown.No Merit,Outside Fire.Chinatown,2
Traffic Collision.Pacific Heights.No Merit,Traffic Collision.Pacific Heights,5
Medical Incident.Mission Bay.Fire,Medical Incident.Mission Bay,85
Medical Incident.Financial District-South Beach.Unable to Locate,Medical Incident.Financial District-South Beach,425
Structure Fire.Noe Valley.Other,Structure Fire.Noe Valley,9
Traffic Collision.Bernal Heights.Patient Declined Transport,Traffic Collision.Bernal Heights,98
Citizen Assist - Service Call.Haight Ashbury.Against Medical Advice,Citizen Assist - Service Call.Haight Ashbury,4
Citizen Assist - Service Call.None.Cancelled,Citizen Assist - Service Call.None,1
Elevator - Escalator Rescue.Lone Mountain-USF.Fire,Elevator - Escalator Rescue.Lone Mountain-USF,5
Traffic Collision.Haight Ashbury.Unable to Locate,Traffic Collision.Haight Ashbury,2
Citizen Assist - Service Call.Noe Valley.Code 2 Transport,Citizen Assist - Service Call.Noe Valley,14
Gas Leak (Natural and LP Gases).Nob Hill.No Merit,Gas Leak (Natural and LP Gases).Nob Hill,3
Medical Incident.Western Addition.Gone on Arrival,Medical Incident.Western Addition,20
Outside Fire.Potrero Hill.No Merit,Outside Fire.Potrero Hill,7
Outside Fire.Outer Mission.Unable to Locate,Outside Fire.Outer Mission,1
Alarms.Inner Sunset.Code 2 Transport,Alarms.Inner Sunset,12
Elevator - Escalator Rescue.Financial District-South Beach.Cancelled,Elevator - Escalator Rescue.Financial District-South Beach,6
Alarms.Mission.Patient Declined Transport,Alarms.Mission,9
Citizen Assist - Service Call.Lakeshore.Fire,Citizen Assist - Service Call.Lakeshore,211
Citizen Assist - Service Call.Excelsior.Unable to Locate,Citizen Assist - Service Call.Excelsior,1
Alarms.None.Fire,Alarms.None,6
Citizen Assist - Service Call.Pacific Heights.Cancelled,Citizen Assist - Service Call.Pacific Heights,3
Electrical Hazard.Bayview Hunters Point.Other,Electrical Hazard.Bayview Hunters Point,2
Medical Incident.Financial District-South Beach.SFPD,Medical Incident.Financial District-South Beach,106
Medical Incident.North Beach.Patient Declined Transport,Medical Incident.North Beach,306
Traffic Collision.Presidio Heights.Cancelled,Traffic Collision.Presidio Heights,7
Structure Fire.Lincoln Park.Fire,Structure Fire.Lincoln Park,13
Citizen Assist - Service Call.Mission.Code 3 Transport,Citizen Assist - Service Call.Mission,4
